-2.9967186218211648, -0.6136363636363646
-2.8900738310090235, -0.8181818181818195
-2.8080393765381455, -0.9772727272727284
-2.7178014766201803, -1.1590909090909103
-2.6357670221493024, -1.3181818181818192
-2.5865463494667758, -1.431818181818183
-2.4881050041017225, -1.6136363636363646
-2.4142739950779317, -1.7500000000000009
-2.3322395406070546, -1.9090909090909105
-2.258408531583264, -2.0681818181818192
-2.184577522559474, -2.2045454545454555
-2.118949958982772, -2.3181818181818192
-2.0697292863002454, -2.40909090909091
-1.9958982772764555, -2.5454545454545463
-1.946677604593929, -2.6136363636363646
-1.881050041017227, -2.7045454545454555
-1.8072190319934363, -2.840909090909092
-1.7579983593109096, -2.886363636363637
-1.6677604593929445, -3.000000000000001
-1.6021328958162417, -3.0909090909090917
-1.552912223133716, -3.1818181818181825
-1.4790812141099252, -3.2727272727272734
-1.4216570959803114, -3.2954545454545467
-1.3642329778506967, -3.2727272727272734
-1.3232157506152573, -3.1818181818181825
-1.2739950779327316, -3.0909090909090917
-1.224774405250204, -2.886363636363637
-1.1919606234618527, -2.7045454545454555
-1.1673502871205903, -2.500000000000001
-1.1509433962264142, -2.3409090909090917
-1.1263330598851518, -2.15909090909091
-1.1099261689909756, -1.8863636363636376
-1.0853158326497123, -1.5909090909090917
-1.068908941755537, -1.3636363636363646
-1.0442986054142729, -0.9772727272727284
-1.0360951599671857, -0.681818181818183
-1.0278917145200976, -0.4090909090909103
-1.0114848236259224, -0.09090909090909216
-1.0032813781788343, 0.022727272727271486
